#OTU ID	magic.0018.S106.001.fa	magic.0532.S92.001.fa	magic.0322.S65.001.fa	magic.0417.S90.001.fa	magic.0531.S80.001.fa	magic.0124.S61.001.fa	magic.0551.S105.001.fa	magic.0078.S72.001.fa	magic.0231.S63.001.fa	magic.0268.S40.001.fa	magic.0331.S77.001.fa	magic.0011.S46.001.fa	magic.0020.S23.001.fa	magic.0300.S100.001.fa	magic.0021.S35.001.fa	magic.0542.S57.001.fa	magic.0004.S34.001.fa	magic.0075.S60.001.fa	magic.0526.S56.001.fa	magic.0337.S113.001.fa	magic.0471.S103.001.fa	magic.0317.S53.001.fa	magic.0465.S91.001.fa	magic.0040.S71.001.fa	magic.0134.S97.001.fa	magic.0132.S85.001.fa	magic.0148.S26.001.fa	magic.0539.S33.001.fa	magic.0246.S28.001.fa	magic.0307.S112.001.fa	magic.0156.S62.001.fa	magic.0013.S58.001.fa	magic.0131.S73.001.fa	magic.0339.S30.001.fa	magic.0435.S43.001.fa	magic.0242.S87.001.fa	magic.0315.S29.001.fa	magic.0334.S89.001.fa	magic.0290.S88.001.fa	magic.0456.S79.001.fa	magic.0272.S52.001.fa	magic.0402.S78.001.fa	magic.0050.S95.001.fa	magic.0552.S117.001.fa	magic.0367.S42.001.fa	magic.0473.S115.001.fa	magic.0059.S36.001.fa	magic.0015.S70.001.fa	magic.0173.S98.001.fa	magic.0232.S75.001.fa	magic.0543.S69.001.fa	magic.0374.S54.001.fa	magic.0549.S93.001.fa	magic.0547.S81.001.fa	magic.0030.S59.001.fa	magic.0179.S110.001.fa	magic.0100.S96.001.fa	magic.0016.S82.001.fa	magic.0440.S55.001.fa	magic.0244.S111.001.fa	magic.0541.S45.001.fa	magic.0514.S44.001.fa	magic.0001.S22.001.fa	magic.0537.S104.001.fa	magic.0527.S68.001.fa	magic.0287.S76.001.fa	magic.0538.S116.001.fa	magic.0112.S49.001.fa	magic.0109.S25.001.fa	magic.0017.S94.001.fa	magic.0243.S99.001.fa	magic.0316.S41.001.fa	magic.0150.S50.001.fa	magic.0433.S31.001.fa	magic.0053.S24.001.fa	magic.0189.S39.001.fa	magic.0110.S37.001.fa	magic.0079.S84.001.fa	magic.0146.S109.001.fa	magic.0028.S47.001.fa	magic.0428.S102.001.fa	magic.0063.S48.001.fa	magic.0217.S51.001.fa	magic.0335.S101.001.fa	magic.0278.S64.001.fa	magic.0396.S66.001.fa	magic.0048.S83.001.fa	magic.0149.S38.001.fa	magic.0170.S86.001.fa	magic.0164.S74.001.fa	magic.0429.S114.001.fa	magic.0185.S27.001.fa	magic.0484.S32.001.fa	Blank.S67.001.fa	magic.0101.S108.001.fa	Postive.Control.S107.001.fa
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_sp900556785	8	2342	0	82	137	0	3	0	32	1	6000	40	584	642	116	8138	0	1	827	2066	25	986	523	0	5556	30	0	15	11	4	521	35	20	0	16	38	0	3	83	5	7	2	742	20	38	95	188	0	0	202	68	2	53	88	14	178	30	33	143	42	495	4192	0	1255	1096	1	181	61	16	1139	0	662	12	1	59	90	12	0	24	38	59	158	2580	23	8	0	1	87	106	0	288	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kosakonia;s__Kosakonia_oryzendophytica	6	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera_sp001546855	2	1	0	0	0	0	3	0	2	2	8	0	0	1	0	3	0	2	0	0	0	0	2	0	2	1	0	0	0	30168	0	0	0	6	0	1	0	218	2	2	0	4	0	18	0	0	22	0	0	1	3	24	18140	9	17	1	1	1	1	0	2	12	0	0	16	3	1	0	0	0	0	1	0	0	0	9	0	1	18	16	1	18	0	86	1	0	0	1	1	0	1	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_faecis	9	420	14	20	1158	1732	11	1	14	169	20	1325	77	13	3709	12	51	112	425	74650	295	38	1351	0	67	51	3640	493	227	814	2	770	8	2516	19648	771	85484	220	139	0	1014	539	4153	366	124990	132	45	0	4	15045	111	1270	943	4	1561	3	280	38	25	32	49	28159	85	3385	15	142	2	91	10	122	155	46	6	20	21	1562	32	92	483	5404	1	3917	1	0	227	6	0	149	2054	44	9	0	0	0	1	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium_heidelbergense	26	0	0	0	0	0	1	24	18	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	2	0	1	0	0	0	0	0	0	13	0	0	0	0	11	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	32	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_coprophilus	1	127	5	1	177	213	0	0	0	205	4	46	18	0	737	0	18	42	336	164	1010	0	19	0	7	1	72	62	131	245	1	710	2	294	248	48	770	177	1	0	13	30	120	38	608	2	3	2	0	103	7	134	176	1	154	0	14	0	0	97	7	116	0	350	0	307	3	0	0	20	278	1	0	0	4	18	2	18	31	43	0	630	0	0	555	1	0	2	19	25	1	0	1	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea_sp000433215	1	0	0	0	250	0	1	0	4	1	0	0	1	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	1	13	0	0	52	0	5	0	0	1	1	0	0	0	0	39	0	10	0	1	0	5	0	3	9	0	0	0	0	0	0	4	264	5	0	34	43	3	0	2	0	44	41	38	9	0	0	8	0	33	0	4	0	3	0	0	0	1	0	0	0	326	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_pseudintermedius	16	0	0	0	0	0	0	6	0	0	5	0	36	0	0	0	2	0	0	0	0	4	0	0	35	0	0	0	0	0	0	34	0	0	0	0	0	0	11	0	0	0	1	0	1	0	0	5	3	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	17	0	0	1	0	1	0	0	1	0	3	13	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora_sp003236335	3	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	14	0	0	0	0	15	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia_mucilaginosa	7	1	1	0	1	0	6	2	18	0	1	0	3	2	2	186	0	0	0	0	1	0	0	6	48	53	1	23	1	2	518	0	0	0	3	0	0	4	110	3	7	1	4	1	0	23	1	0	0	0	1	0	1	82	0	542	0	0	4	4	3	803	0	0	0	114	6	16	0	53	14	4	0	40	2	6	37	38	426	2	51	7	40	0	0	14	1	267	0	0	3	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_xylanisolvens	3	35	9	2	373	1220	1	0	3	291	8	154	73	1	3306	3	30	108	24	7	264	2	2226	2	6	8	643	321	2410	7522	5	60	2	1068	1816	757	24	643	4	2	24583	2	105	711	19	395	16	0	0	4213	5	431	2349	9	851	0	236	13	1	154	475	93	45	2873	11	532	16	21	1	99	138	16	1	2	12	528	14	608	2	264	0	2372	7	0	414	0	0	16	137	24	2	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp003627155	4	0	1	2	2	2	2	0	2	1	17	0	27	11	0	3	2	0	0	16	1	0	0	4	14	129	0	14	1	0	1	19	0	1	24	1	0	3	130	0	0	3	6	0	4	1	0	5	0	1	1	1	1	0	2	0	15	1	7	1	0	2	0	1	4	10	5	1	4	12	1	0	4	0	0	2	0	2	16	0	5	1	3	2	0	2	1	0	1	1	1	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp900543065	5	44	0	0	0	1	0	0	0	0	21	0	10	0	0	11	1	2	30	8	0	0	15	3	91	20	2	2107	1	0	0	7	0	7	3010	20	0	1	22	0	0	0	3	0	0	0	2	0	0	1	145	26	0	1	2	20	0	1	94	1	0	32	0	0	1	646	4	1	101	5	447	0	0	3	2	15	9	2	5	5	0	0	0	4	0	0	6	1	1	1	163	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_portucalensis_A	7	4	0	0	0	9	0	4	5	0	6	0	0	1	0	1	6	0	6	0	0	0	0	0	18	0	0	1	0	0	44	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	17	13	80	0	3	3	0	0	0	2	1	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	2	5	7	0	2	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A_oxytoca_B	17	3	0	0	1	0	0	11	11	0	3	1	4	0	1	767	11	1	3	0	0	66	136	2	7	690	0	0	7	0	97	0	2	3	10	0	0	3	0	13	0	0	0	0	0	0	0	1	0	14	0	9	0	895	2	438	211	7	2	0	0	2	12	0	8	100	4	0	0	0	118	8	3	5	0	4	0	0	17	1	211	6	62	37	1	97	15	3	4	11	1	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus_vaginalis	5	0	0	0	1	0	0	11	5	0	0	0	0	0	9	0	46	0	0	0	1	0	0	0	1	20	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	12	31	0	1	1	0	48	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	3	0	0	1	0	5	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus_sp900552545	22	0	0	0	15	0	8	16	10	18	1	28	7	0	0	0	1	83	0	0	25	0	6	0	10	0	0	0	52	0	0	0	7	0	0	0	0	34	3	0	0	0	32	20	0	0	108	0	11	0	0	0	23	0	3	0	0	0	1	0	52	2	0	0	2	3	69	0	0	0	0	59	4	0	77	13	82	2	0	6	0	1	0	23	15	0	18	0	0	2	4	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_pasteurianus	26	147	8	7	432	4	220	9	11	7	270	38	224	35096	7	45742	514	116	25	427	51	100	196	224	788	792	3	241	38	7	256	422	196	251	8737	126	8	96	534	102	0	17	96	267	338	60	25	618	19	728	17	268	33	100	436	444	32	169	27	24	992	1706	560	63875	52	629	26	38	14	131740	5	24118	72	10	19	3978	47	1062	350	858	62	70	26	120	8	480	23	32	40	42	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter_sp003030785	10	2	0	0	0	0	5	4	4	0	2	1	0	0	15	0	120	0	1	1	4	0	0	0	23	46	0	0	0	0	0	0	16	0	0	0	0	5	2	0	0	0	0	1	1	0	0	0	3	0	0	1	0	0	4	0	52	124	0	1	0	1	128	1	1	0	0	5	0	1	0	1	8	0	0	1	0	0	0	3	10	13	0	0	5	2	6	1	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Leclercia;s__Leclercia_adecarboxylata_A	32	5	0	0	7	0	3	40	29	2	1	0	9	0	13	315	0	0	15	0	0	137	121	0	35	44	0	0	17	3	598	0	3	30	70	0	0	4	1	184	0	0	0	5	0	9	0	43	4	80	1	22	25	1324	5	580	0	0	7	0	1	10	0	17	31	145	1	0	57	0	20	3	1	76	0	5	0	0	671	2	742	6	10	48	0	204	21	308	31	139	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp004166885	4	0	0	0	0	1	0	1	1	0	12	0	14	0	0	12	1	0	0	7	0	6	3	2	0	1	0	10	0	0	1	19	0	0	2	0	0	1	31	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	23	1	2	1	0	0	0	0	2	0	1	0	0	1	3	1	0	0	1	0	0	2	0	2	0	4	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis_AH	1	0	1	0	0	0	4	0	0	0	15	0	11	9	0	1	0	0	0	11	1	3	3	8	8	25	0	4	0	0	0	10	1	0	6	0	0	0	73	1	0	2	2	0	4	0	0	0	0	1	0	0	0	0	0	0	4	1	2	0	1	0	0	0	1	5	1	0	1	5	2	0	1	1	2	1	0	4	7	1	6	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A;s__Veillonella_A_sp000431435	5	1	0	2	25328	0	153	1	5	1	121	0	1	0	0	0	0	0	4	0	32	13	3	0	0	10	2	9	0	23	0	1	0	20836	73	0	0	6	0	0	1	0	0	16321	1	2	0	1	0	63	0	7436	107	44	145	0	0	0	7	0	0	178	3	3	7	0	0	1	2	0	0	2	0	4	0	21	0	0	3	14	0	0	4	32	5	10	0	0	7	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Macrococcus_B;s__Macrococcus_B_bohemicus	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora_endophytica	2	0	0	0	1	0	1	1	1	0	0	0	0	0	4	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	1	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_saccharolyticus	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	2	1	4	26	44	0	0	0	0	0	14	0	0	0	0	0	0	29	0	0	0	0	0	3	0	1	1	2	0	0	0	0	1	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	3	0	1	0	0	5	7	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_plebeius	1	481	18	68	5517	575	3	1	3	153	12	4304	471	3	11102	4	229	3734	443	1262	1412	18	2408	2	9	14	694	338	450	1006	16	798	4	12592	3642	1618	4648	363	8	1	108	569	3826	442	3923	17	586	2	2	1739	197	4972	482	8	1038	1	106	1	6	146	2051	967	22	3277	7	2307	20	27	5	4443	158	1086	2	6	904	310	1975	180	534	884	1	11099	1	2	904	8	0	10	343	115	51	0	3	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella_planticola	15	9	0	0	1258	1	8	6	5	0	20	10	95	29	2	213	0	20	3	0	1	7	62	0	334	5990	0	1	0	5	13	0	7	18	3	6	0	54	387	7	3	2	11	3	0	1	3	1	10	3	0	20	6	4981	85	6	5	0	4	13	2	52	1	52	1	12	2	0	0	2	83482	11	5	1551	0	414	0	0	1	517	8621	1027	8	3	0	23	3	2	2	15	1	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_infantis_I	5	0	0	5	1	1	3	1	2	0	50	1	50	2	1	15	3	0	0	26	0	17	8	69	77	33	0	89	2	0	23	44	0	1	4	3	0	0	29	4	0	0	50	6	1	3	19	3	0	7	2	0	2	0	1602	35	2	2	1	2	6	2	0	0	5	5	2	1	0	14	0	0	18	1	12	1	2	82	25	0	9	3	1	11	0	25	12	16	6	1	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_warneri	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	5	0	0	0	0	0	0	9	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	4756	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia;s__Abiotrophia_defectiva	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Roseomonas_A;s__Roseomonas_A_sp005222815	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_sp003718735	9	0	0	0	0	0	0	0	16	0	3	0	11	0	0	1	1	10	0	3	0	1	0	11	47	26	0	0	0	0	0	31	0	0	0	0	0	0	8	0	0	0	2	1	5	0	0	5	1	2	0	0	5	1	4	0	0	0	0	0	0	14	0	0	24	0	0	2	0	1	0	0	2	0	1	10	2	1	3	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_infantium	3	57	0	2	98	0	0	1	13	0	2289	28	296	230	35	3233	0	3	46	684	2	726	171	0	4019	6	0	1	0	0	54	29	1	0	5	21	0	2	43	0	7	2	481	3	27	54	127	1	0	133	9	0	19	6	14	33	11	21	70	13	53	91	1	203	226	0	136	22	12	702	0	46	9	0	32	12	9	0	6	11	12	25	150	12	4	1	2	7	77	0	126	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_vestibularis	33	3	37	26	0	19	2	1	4	5	690	21	881	1370	12	868	27	10	10	11049	27	129	116	45453	6225	11643	1	91	7	32	232	1789	15	0	113	131	1	73	8043	116	10	1	1328	16	145	128	27	5	116	1337	0	0	4	2	216	475	8	20	3	9	0	48	0	1	1	175	121	1654	381	190	2	131	27	12	37	34	67	1107	11	92	2	82	19	1167	17	2	90	7	107	614	0	0	0	0	0	1
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter_sakazakii	35	0	0	0	5	0	0	25	23	0	0	0	0	0	32	6	0	1	0	0	0	17	4	0	3	47	0	0	2	0	10	0	1	2	0	2	0	0	1	59	0	3	0	2	0	4	0	0	0	0	0	6	1	93	3	0	2	1	2	3	0	5	0	2	11	3	0	0	1	1	35	7	1	77	0	2	0	0	538	3	36	8	1	5	0	175	23	10	0	178	1	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A_grimontii	14	36	0	1	50	1	15	10	4	1	73	1	2300	1	93	15665	16	1	112	0	6	60	229	3	21	480	0	10	126	1	470	0	3	80	10	0	2	20	13	363	0	1	0	278	0	8	0	8	2	0	4	272	428	130692	8	490	21	14	20	0	1	254	14	40	10	436	0	1	25	0	973	4719	2	1070	7	1331	0	0	1349	36	3848	53	260	505	4	731	4	229	0	255	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Caballeronia;s__Caballeronia_mineralivorans	11	0	0	0	2	0	16	8	9	0	0	0	1	0	25	0	121	1	0	0	3	0	0	0	5	8	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	9	118	0	0	1	2	158	3	2	0	0	2	0	0	0	1	11	0	0	0	1	0	0	0	17	14	0	0	5	0	8	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_suis_P	5	0	1	0	0	0	0	1	2	0	1	0	14	63	0	269	0	0	0	3	1	0	5	10	2	14	0	2	0	0	0	1	0	0	23	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	2	0	108	12	1	0	0	0	293	0	32	0	0	0	6	0	3	0	5	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium_sp001665255	17	0	0	0	0	0	0	1	2	0	78	1	1	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	2	0	9	0	0	0	1	2	0	0	0	2	0	0	0	0	1	13	38	0	0	0	0	1	5	1	0	0	8	0	0	5	0	0	0	4	19	2	1	0	0	0	0	0	1	2	1	1	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_youngae	2	47	0	1	5	1	1	0	0	0	2	0	113	0	41	4	1	1	117	0	0	0	0	0	1	0	0	0	0	0	143	0	1	1	1	1	0	7	0	64	0	0	0	1	0	0	1	0	1	0	0	0	1	11	1	590	0	1	704	0	0	16	1	5	0	0	0	0	0	0	9	0	3	0	0	1	0	0	0	3	2591	23	0	0	0	4	1	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis_M	29	1	1	14	3	0	6	1	8	3	70	5	103	22	1	30	10	1	1	16	1	22	31	6	102	190	0	44	1	0	5	156	11	3	47	2	0	8	354	10	2	3	19	11	21	4	0	6	1	6	2	1	3	24	39	6	135	4	19	8	3	3	4	2	21	33	16	3	25	62	4	2	7	5	0	1	4	22	35	2	79	3	9	8	0	13	6	0	5	6	2	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	11	924	11	5	807	15316	1	0	2	11	3	33	42	0	268	8	63	67	1052	49	22	57	30	5	20	17	368	83	45	220	18	837	41	2013	1415	23	60	19	2	3	42	11	31	999	86	9	26	0	1	187	33	642	968	6	9258	0	529	31	12	17	211	1403	119	2053	7	123	1	13	5	364	125	27814	1	2	20	4842	18	3192	17	329	0	1961	2	0	47	2	1	6	1132	52	6	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pluralibacter;s__Pluralibacter_gergoviae	6	0	0	0	3	4	3	10	3	0	0	0	22	0	3	220	0	0	0	0	1	99	83	0	25	56	0	0	13	2	0	0	0	2	0	0	0	0	3	13	0	0	1	4	0	0	0	0	0	0	0	26	2	632	1	0	1	0	0	0	0	0	0	1	1	6	0	1	0	0	420	10	0	0	0	2	0	0	33	2	160	0	11	5	0	64	6	0	0	26	1	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_paludicola_A	1	1	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	3	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_pneumoniae	2	0	1	22	1	0	0	0	0	0	1	0	7	3	0	0	0	0	0	1	0	9	0	1	5	12	0	3	0	0	0	4	2	0	5	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	1	0	3	0	0	2	4	3	0	3	2	0	0	1	0	0	0	0	2	1	0	2	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0
