#OTU ID	magic.0604.PE.S33.001.fa	magic.0604.MagAE.S59.001.fa	magic.0258.MagAE.S54.001.fa	magic.1457.PPE.S17.001.fa	magic.0238.PE.S28.001.fa	magic.0604.PPE.S12.001.fa	magic.0524.PPE.S11.001.fa	magic.0348.MagAE.S55.001.fa	magic.0978.PPE.S13.001.fa	magic.1489.PPE.S18.001.fa	magic.1232.MagAE.S65.001.fa	magic.0378.PPE.S6.001.fa	magic.1232.PE.S36.001.fa	magic.1488.MagAE.S71.001.fa	magic.0298.MagAE.S51.001.fa	magic.1457.MagAE.S70.001.fa	magic.2174.PE.S45.001.fa	magic.1269.MagAE.S69.001.fa	magic.1412.MagAE.S72.001.fa	magic.0142.PPE.S4.001.fa	magic.0238.PPE.S5.001.fa	magic.0978.PE.S34.001.fa	magic.0238.MagAE.S50.001.fa	magic.0481.PPE.S8.001.fa	magic.1757.PPE.S22.001.fa	magic.0821.MagAE.S63.001.fa	magic.1757.PE.S43.001.fa	magic.0485.MagAE.S61.001.fa	magic.0990.PPE.S14.001.fa	magic.1455.PPE.S16.001.fa	magic.0990.MagAE.S68.001.fa	magic.0485.PPE.S9.001.fa	magic.1489.MagAE.S67.001.fa	magic.0990.PE.S35.001.fa	magic.1761.MagAE.S76.001.fa	magic.1947.PE.S44.001.fa	magic.1412.PPE.S20.001.fa	magic.1455.MagAE.S66.001.fa	magic.1489.PE.S39.001.fa	magic.1761.PE.S42.001.fa	magic.2174.MagAE.S74.001.fa	magic.1761.PPE.S21.001.fa	magic.1488.PPE.S19.001.fa	magic.0140.MagAE.S49.001.fa	magic.0140.PPE.S3.001.fa	magic.0142.MagAE.S53.001.fa	magic.0978.MagAE.S64.001.fa	magic.0493.MagAE.S60.001.fa	magic.0096.MagAE.S52.001.fa	magic.0481.MagAE.S57.001.fa	magic.0096.PPE.S2.001.fa	magic.0096.PE.S26.001.fa	magic.0485.PE.S31.001.fa	magic.1269.PPE.S15.001.fa	magic.0524.MagAE.S62.001.fa	magic.0487.PPE.S10.001.fa	magic.0487.PE.S32.001.fa	magic.0378.MagAE.S56.001.fa	magic.1947.PPE.S23.001.fa	magic.1412.PE.S41.001.fa	magic.1455.PE.S38.001.fa	magic.2174.PPE.S24.001.fa	magic.0487.MagAE.S58.001.fa	magic.2704.MagAE.S78.001.fa	magic.0140.PE.S27.001.fa	magic.0068.MagAE.S48.001.fa	magic.1757.MagAE.S73.001.fa	magic.0068.PE.S25.001.fa	magic.1947.MagAE.S77.001.fa	magic.0493.PPE.S7.001.fa	magic.0493.PE.S30.001.fa	magic.1488.PE.S40.001.fa	magic.0378.PE.S29.001.fa	Blank.MagAE.S75.001.fa	magic.2704.PE.S46.001.fa	BLANK.PPE.S1.001.fa	magic.1269.PE.S37.001.fa	Blank.PE.S47.001.fa
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	6114	3837	182	13	5049	4553	16	14588	20	8700	2433	81368	3656	20	273	22	244	190	9	17	3091	5394	4632	7	119	274	609	34	572	6930	351	10	18036	599	26157	17	11	5552	17827	50318	103	23282	8	10	29	888	392	89	8	1431	10	31	86	16	42	27	29	59220	16	20	8468	208	44	167	24	47	2507	6000	13	13	145	15	13673	70	240	37	29	1
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp003865075	23001	12960	356	96	21994	18563	19	6566	145	33818	7541	17789	10464	16	352	125	3172	800	23	31	32432	645	8832	17	247	295	534	39	278736	113727	37975	16	25772	81484	5357	20	53	35895	45025	12643	738	7392	60	46	14	1264	462	110	2	321	79	56	507	159	37	20	349	3947	48	115	51310	2506	217	817	5	39	531	758	13	21	106	32	2928	111	3409	23	306	8
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_sp004211955	866	995	35	3	433	3315	1	3375	4	3405	5	3834	1	3	23	4	10003	139	6	11	1038	181	683	23	24	35	48	4	3	1073	9	0	1786	0	1563	5	2	1407	1744	2178	14087	952	4	4	3	107	10	15181	137	1071	81	164	15	3	13	6	4	2490	0	1	614	13605	2	80	4	3	380	172	1	4617	1343	2	583	15	49	6	4	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella_sp002350355	47	43	2	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_xylanisolvens	7038	4534	354	2	1638	5259	3	22402	1	43	18975	744	29078	9	330	0	257	35	1	0	1097	98	1540	3	30	18	214	5	36	916	41	4	90	56	971	4	4	784	99	2417	113	1009	2	2	6	720	384	86	2	93	0	4	28	12	2	3	10	659	5	16	1143	267	16	75	4	3	69	306	4	1	6	7	185	0	39	2	10	1
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salyersiae	495	300	16	2	141	348	0	998	8	31	212	341	281	4	40	2	103	6	1	2	113	36	142	0	3	3	13	1	2260	429	4615	0	84	2721	74	1	0	238	71	220	23	77	0	0	0	40	29	6	0	14	3	0	9	2	0	0	8	298	0	2	516	113	2	7	0	0	7	31	2	0	0	0	74	1	27	3	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp002491635	2828	1534	67	1	454	1917	4	101	8	6682	227	505	353	2	20	12	885	12	1	0	269	64	365	0	9	203	20	2	1847	236	1243	0	12957	1878	473	3	2	218	13033	906	125	391	3	1	0	74	15	3	0	34	1	0	6	3	9	2	8	410	1	1	311	656	5	10	0	0	38	59	1	1	3	2	90	39	211	1	6	1
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp900066265	1469	956	32	6	2804	948	0	644	5	316	4590	1583	6952	2	34	8	1142	75	1	1	1942	85	2269	3	8	15	76	5	2224	3178	4861	1	612	2833	84	3	0	2716	651	182	599	72	0	2	3	323	134	33	0	77	1	1	48	4	5	2	27	1035	0	10	4127	1466	19	56	1	3	19	493	1	2	8	2	216	3	38	3	17	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B_faecium	356	4	1	294	0	288	560	75	329	189	19452	2	1598	481	1	208	0	539	1580011	419	0	409	1	344	244	7	535	27	220	496	283	233	1	221	558	336	1891684	4	220	341	282	402	300	4	14	474	1068	639	572	12	243	36	168	479	148	6	1	2	913	1462472	245	0	4	1085	0	750	421	22	972	245	4	499	0	312	1	0	402	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_sp900551445	258	177	4	0	126	166	0	1	0	45	0	2	0	0	0	0	1890	11	0	0	91	0	142	0	0	1	4	0	0	22	0	0	71	0	0	0	0	13	79	1	402	0	0	0	0	30	1	0	0	65	0	0	4	0	0	0	0	7	1	0	41	1616	0	3	0	1	3	6	0	0	0	0	0	0	24	2	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_fergusonii	1162	1472	50	4	982	4540	5	3114	15	4408	4	2594	1	2	25	8	10295	150	3	13	2276	157	1476	77	17	56	64	2	2	1168	7	0	2418	1	2489	6	4	1812	2269	3468	12081	1668	1	2	5	208	43	10141	131	1217	162	181	20	7	13	2	4	1892	1	2	589	12366	5	125	1	5	545	138	4	2970	957	1	419	16	82	6	2	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter_sp900555475	1529	772	26	1	667	1053	100	78	4	10745	2378	4569	3201	6	28	19	1005	13	0	2	345	562	827	0	14	392	103	459	127	124	90	630	24129	146	193	69	1	79	34912	478	193	186	12	1	1	92	128	13	5	284	4	1	408	3	49	5	552	5826	193	37	111	878	9	86	3	10	23	1379	71	9	12	4	2576	68	1302	8	7	8
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_rodentium	1636	1161	37	0	221	1065	0	294	2	32	164	267	240	0	13	2	0	2	0	0	180	15	200	0	4	0	27	1	0	79	0	0	69	0	746	0	1	50	84	1489	0	659	2	0	0	37	1	2	0	21	0	0	1	1	2	0	0	189	0	1	104	0	0	25	0	0	69	23	1	0	0	1	55	0	2	2	2	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_sp002965065	477	682	22	0	484	2006	2	1481	15	13841	7	1277	2	9	23	9	11270	192	4	5	1183	55	704	65	22	59	40	9	0	2400	11	1	5090	1	1505	9	6	3541	4048	1918	15734	942	11	4	5	82	6	10923	3	1422	2	0	14	5	11	2	8	789	0	2	735	15007	7	138	3	5	411	33	0	4914	1418	1	141	16	104	4	5	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_dysenteriae	4292	5438	154	10	1353	16183	12	5937	37	14852	20	28072	5	32	146	21	65195	818	22	32	3067	1092	2062	141	43	195	179	29	2	6601	46	8	8040	7	4351	33	6	8659	7463	4793	91278	2379	13	15	16	234	59	73811	41	6470	26	65	76	17	50	18	34	17402	13	30	3702	88980	36	487	14	39	1751	1010	6	25792	6503	6	3666	67	359	36	23	2
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Erwinia_A;s__Erwinia_A_teleogrylli	562	897	26	0	17	1886	0	21	1	8	0	7	0	0	1	0	13	0	0	0	56	4	50	0	2	0	3	0	0	1	1	0	8	0	147	1	0	0	4	105	7	54	0	0	2	1	1	0	6	9	1	2	0	2	0	0	0	8	0	0	1	4	0	4	0	0	18	0	0	0	0	0	1	0	2	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp900552415	156	87	7	0	0	93	0	271	1	37	31	27	52	0	9	2	0	5	0	0	0	4	0	0	0	1	3	0	121	167	57	0	101	150	74	0	0	154	98	199	0	93	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	56	0	0	170	0	0	1	0	0	4	3	0	0	0	0	6	0	0	0	1	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_intestinalis_A	1791	1235	31	7	1728	1229	0	1	4	714	21	903	54	2	7	7	1	64	1	1	1141	176	1430	3	12	6	22	3	16464	3194	8392	0	559	13038	110	4	8	2350	1239	323	4	201	6	4	4	268	112	10	0	38	6	2	48	3	2	1	28	867	1	2	2894	5	18	31	0	2	10	173	2	1	10	2	238	3	144	2	14	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp003479145	166	88	1	0	76	103	0	1	1	0	1	7	0	0	0	0	10	0	0	0	31	0	91	0	0	1	0	0	2	12	1	0	0	0	5	0	0	5	0	0	2	1	0	0	0	22	0	0	0	14	0	0	0	0	0	0	0	8	0	1	25	12	0	3	0	0	0	4	0	0	1	0	0	0	16	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_goldsteinii	9914	6654	177	0	71	5968	0	6	4	6	15	33	26	3	48	0	4	2	0	0	34	14	91	0	1	4	1	0	1	117	3	0	10	1	0	2	1	98	9	4	0	0	0	0	1	94	1	2	0	53	0	0	0	2	3	0	1	22	0	2	173	4	5	156	1	1	0	7	0	0	0	2	8	0	62	1	1	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-354;s__CAG-354_sp900553015	1155	433	58	1	0	990	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_aeruginosa	81	2	0	19	0	116	0	0	27	11	0	0	18	169	693	157	0	365	61	2	2	467	0	3	15	0	195	0	100338	16	637318	0	0	121282	112	102	10	0	12	26	84	171	21	0	0	3	3634	64	1	3	44	24	102	50	2	509	120	55	9	26	25	68	727	125	0	3	206	18	95	0	3	20	1	152	64	109	16	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_sp002079985	22	19	3095	35	1	27	42	32	4433	20	25	0	36	6007	723	173	22	1863	35	840	0	2030	2	1119	2766	2978	817	62	88	3	30	57	45	119	4	165	64	6	58	5	26	4	2123	1601	112	2713	422	1423	114	1640	15	107	206	2520	251	13	119	5	17	68	3	22	230	754	823	520	118	833	21	220	369	169	1	6	16	1	96	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium_sp001665255	3	2	650	3	6	9	7	4	880	0	3	0	5	1128	126	34	2	356	11	116	2	510	4	232	649	582	220	15	9	0	1	23	6	21	0	17	11	0	15	7	1	0	374	238	18	486	102	242	34	352	5	28	63	471	49	4	28	2	2	8	0	0	42	126	135	119	25	249	1	27	87	30	0	1	43	0	22	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_sp900551645	965	652	14	1	282	709	1	1456	0	362	1052	436	1460	1	11	1	1	17	1	1	209	72	274	0	3	17	17	3	1723	1002	1507	0	1235	1901	422	1	1	927	1160	930	0	411	2	0	0	99	61	4	0	9	1	1	9	0	0	1	4	521	0	4	1197	0	2	52	0	0	29	61	2	0	0	2	142	2	75	0	2	1
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_pyogenes_A	72	66	4	0	105	41	0	204	0	55	6	54	15	0	0	0	150	0	0	0	70	4	94	0	0	4	0	0	0	14	0	0	140	1	1	0	0	9	152	0	55	0	0	0	0	18	0	0	0	13	0	0	0	0	0	0	0	52	0	0	11	152	0	1	0	0	1	0	0	0	2	0	8	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp003480915	632	289	0	0	138	457	0	0	1	2	216	251	350	1	0	1	21	1	0	0	80	16	103	0	1	0	6	1	2271	81	226	0	12	1371	0	1	0	52	13	0	12	3	1	0	1	9	2	3	0	13	0	0	4	0	0	0	2	160	0	0	107	25	1	8	0	0	0	59	0	3	0	0	45	0	8	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__OLMS01;s__OLMS01_sp900292045	583	338	3	0	86	363	0	36	0	23	1	6	1	0	0	0	0	0	0	0	68	3	68	0	0	0	0	0	0	4	0	0	37	0	13	0	0	7	37	21	0	7	0	0	0	25	0	0	0	2	0	0	0	0	0	0	0	30	0	0	9	0	0	10	0	0	1	2	0	0	0	0	5	0	0	1	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella_sp900553965	177	85	1	0	153	91	0	0	0	12	1	80	3	0	3	0	0	0	0	0	78	7	151	0	0	0	1	0	0	9	0	0	32	0	1	0	0	11	43	0	0	0	0	0	0	18	1	0	0	1	0	0	0	1	1	0	0	107	0	0	27	0	1	0	0	0	0	27	0	0	0	0	33	0	8	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_oleiciplenus	3555	453	12	4	1549	2794	0	795	8	54	423	1429	1264	1	81	19	562	22	1	2	747	130	1530	1	10	1	51	1	28528	834	6387	0	118	18246	120	3	5	383	122	325	130	195	7	1	0	335	84	3	0	58	13	6	35	12	0	2	24	751	4	3	759	517	14	13	0	12	5	272	1	0	3	4	299	3	145	1	2	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_celatum	695	234	17	1	0	5552	0	0	1	0	179	0	50	1	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	0	0	0	0	2	1	0	0	0	0	0	3	0	1	6	5	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	7	0	0	0	0	0	0	4	1	1	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp900548175	2156	379	30	2	630	1705	2	1311	12	661	1494	45	1434	1	58	7	3200	38	1	0	311	49	784	0	11	25	39	2	16555	486	2291	1	2194	8731	652	3	1	202	1874	2138	571	916	5	4	0	121	98	5	0	268	7	7	20	6	0	0	10	20	5	3	453	2807	9	59	3	1	78	14	1	0	3	1	5	5	206	1	7	1
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_sp005843885	1156	1287	35	4	306	3922	1	1637	2	3017	2	2227	1	4	12	0	5951	83	2	6	715	119	438	45	14	31	35	8	3	748	4	1	1649	0	1394	5	3	1073	1490	1714	7331	810	1	5	2	93	7	6817	2	680	1	3	7	2	3	2	3	1552	3	4	433	7479	7	66	6	5	309	107	1	2195	655	1	319	11	50	4	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella_sp001275135	1513	965	78	0	29	867	0	8	0	11	1	16	2	0	9	0	0	3	0	0	19	5	39	0	0	0	2	1	34	43	110	0	38	39	2	1	0	49	43	1	0	0	0	0	0	3	1	0	0	10	0	0	1	1	0	0	0	15	0	0	61	0	0	27	0	1	0	3	0	0	0	0	2	1	15	1	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp900556625	2975	1867	89	4	223	1874	161	517	5	26	14347	537	20953	2	32	1	3	25	0	0	92	68	166	0	8	6	147	5	0	1302	0	7	86	1	57	0	0	1112	86	166	2	67	0	1	2	104	302	111	71	21	88	10	14	5	55	0	11	529	0	7	1566	9	7	80	4	1	4	72	2	28	2	2	127	0	17	1	10	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9_sp000434935	18	22	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__UMGS1688;s__UMGS1688_sp900553825	158	63	1	0	0	121	0	179	2	156	138	10	149	0	0	1	0	1	0	0	0	6	0	0	7	7	8	0	356	56	174	0	387	280	131	0	0	19	360	373	0	169	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	11	0	0	63	0	0	0	0	0	7	0	1	0	0	0	32	2	0	1	0	1
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas_sp900556835	1047	464	17	1	23	949	94	69	3	2134	377	3568	427	0	3	5	1	0	0	0	17	277	27	2	2	28	7	253	0	36	0	295	2699	1	80	0	0	18	280	240	1	109	0	12	229	9	33	6	0	143	1	11	209	10	30	3	204	4380	0	1	41	0	1	61	54	3	6	490	1	2	7	2	1231	8	0	3	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_nordii	616	362	29	0	626	397	0	517	0	28	888	117	1250	0	11	0	141	2	0	0	408	11	524	0	3	1	5	1	0	113	0	1	48	0	59	0	0	113	39	131	38	74	0	0	0	67	2	2	0	8	0	0	2	1	0	0	2	87	0	0	160	124	1	1	0	0	7	8	1	1	2	0	31	0	6	1	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__Firm-11;s__Firm-11_sp004556545	10	7	0	0	6	34	0	0	0	122	0	146	0	1	0	0	282	5	1	0	14	16	9	0	0	1	0	0	1	51	1	0	43	0	33	0	0	46	54	38	502	12	0	0	0	0	0	334	0	15	0	0	0	0	0	0	0	82	0	0	27	429	0	0	0	0	19	2	1	127	36	0	11	3	1	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter_sp900553485	755	417	26	0	430	556	4	2484	0	624	44	572	64	0	26	1	0	21	0	0	159	80	558	0	8	40	6	200	39	981	18	211	1277	33	159	1	0	399	552	498	0	193	3	1	1	95	5	8	0	12	0	1	203	0	1	0	193	743	0	0	997	0	7	40	1	1	14	71	0	0	2	0	248	17	60	4	3	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__RUG131;s__RUG131_sp900549975	33	19	0	0	10	20	0	0	0	0	9	7	52	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	6	0	0	3	0	1	0	0	3	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia;s__Marvinbryantia_sp900550755	1147	815	13	0	106	682	0	1	0	10	13	38	26	0	20	0	0	0	0	0	68	2	110	0	0	0	3	0	0	5	2	0	28	0	0	0	0	16	28	0	0	0	0	0	2	18	0	1	0	6	0	0	0	1	0	0	0	47	0	1	8	0	3	7	0	0	0	3	0	0	0	0	6	0	4	1	1	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G_sp900556905	2330	1086	25	3	617	1543	0	199	16	25	953	172	989	16	34	0	17	10	0	2	314	64	738	11	12	6	23	1	0	404	1	2	70	2	423	0	1	133	68	1122	9	470	16	24	1	106	46	22	0	36	0	1	3	5	4	0	7	217	0	1	366	13	4	56	8	1	18	106	0	5	5	1	74	2	0	0	2	1
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__CAG-462;s__CAG-462_sp003489705	125	104	0	0	38	75	0	0	0	6	4	38	8	0	2	0	0	2	0	0	31	3	42	0	0	1	0	0	0	55	0	0	4	0	0	0	0	51	4	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	28	0	0	79	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp900557355	1225	807	43	1	2565	848	2	1867	0	384	11675	557	17426	2	54	1	536	13	0	1	1312	65	2643	1	5	17	137	368	1248	533	1055	358	563	1209	742	5	0	395	175	1927	88	843	0	1	5	454	147	38	0	66	0	1	309	11	1	0	321	649	0	6	600	507	15	49	4	2	55	117	4	3	11	2	162	3	2	0	9	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ndongoniae	487	320	18	0	388	358	2	1267	1	26	54	361	78	0	7	0	2	37	0	1	247	57	322	0	2	3	12	1	115	1550	119	0	43	121	19	2	0	1012	58	41	0	14	0	2	0	51	0	3	0	19	1	0	11	1	2	1	7	434	3	0	1720	0	4	15	0	0	1	57	0	0	1	0	72	0	47	0	3	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_bouchesdurhonensis	1933	1059	30	1	924	1313	0	1028	0	317	447	1062	619	2	47	4	117	18	0	0	624	97	819	0	4	15	14	1	615	1114	1561	0	872	818	265	4	1	691	917	512	32	215	0	0	2	144	13	7	0	27	0	0	8	1	0	0	7	1007	0	2	1237	113	2	31	0	4	30	655	0	0	3	1	237	2	55	1	10	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__F082;s__F082_sp002633315	50	38	0	0	3	31	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	13	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercorirosoris	543	326	9	2	210	352	2	49	10	162	58	102	76	3	3	3	0	150	1	2	126	10	202	0	3	4	26	2	68	7402	57	0	300	65	72	0	1	6152	267	196	1	91	2	6	0	20	3	11	0	2	0	0	43	5	2	4	40	74	0	2	9337	0	22	90	0	4	10	3	1	2	0	3	17	0	32	0	23	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F_sp900539115	279	183	2	0	142	136	0	0	0	9	17	86	20	0	0	0	0	2	0	0	72	3	140	0	0	0	0	0	0	105	0	0	29	0	1	1	0	63	14	0	0	0	0	0	0	20	0	0	0	5	0	0	3	0	0	0	0	84	0	0	148	0	0	2	1	12	0	63	0	0	0	0	9	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_sp900551065	193	157	2	1	3	139	0	445	0	0	146	0	255	0	2	0	0	0	0	0	0	5	0	0	0	0	3	0	206	0	206	0	0	233	1	0	0	0	0	2	0	1	0	0	0	3	10	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella_sp900548745	314	171	56	1	22	191	3	16476	0	67	553	1009	830	0	128	0	2	4	0	1	15	97	27	0	7	22	6	0	0	5	1	1	211	0	2	1	0	24	174	2	0	1	0	3	0	227	8	22	0	29	0	0	3	1	0	0	0	1362	6	2	18	0	3	13	3	3	4	201	0	0	1	0	323	0	16	2	0	0
