#OTU ID	1289.S322.001.fa	1170.S330.001.fa	814.S250.001.fa	898.S253.001.fa	106.S118.001.fa	313.S121.001.fa	534.S159.001.fa	1285.S312.001.fa	1607.S278.001.fa	1078.S268.001.fa	24.S133.001.fa	1300.S274.001.fa	1178.S281.001.fa	203.S175.001.fa	829.S205.001.fa	725.S236.001.fa	1414.S292.001.fa	240.S176.001.fa	1541.S287.001.fa	1485.S325.001.fa	1265.S273.001.fa	1367.S335.001.fa	1059.S233.001.fa	1594.S316.001.fa	560.S141.001.fa	1446.S293.001.fa	1722.S318.001.fa	1224.S301.001.fa	713.S213.001.fa	39.S150.001.fa	1405.S285.001.fa	363.S166.001.fa	236.S164.001.fa	430.S114.001.fa	1587.S305.001.fa	320.S129.001.fa	935.S254.001.fa	340.S145.001.fa	375.S122.001.fa	1275.S291.001.fa	839.S227.001.fa	746.S204.001.fa	1179.S290.001.fa	1054.S222.001.fa	437.S131.001.fa	200.S153.001.fa	544.S180.001.fa	351.S156.001.fa	952.S300.001.fa	993.S244.001.fa	904.S199.001.fa	936.S265.001.fa	1120.S341.001.fa	1175.S270.001.fa	1360.S323.001.fa	970.S221.001.fa	841.S239.001.fa	585.S181.001.fa	844.S251.001.fa	1694.S288.001.fa	784.S185.001.fa	1292.S334.001.fa	1198.S331.001.fa	767.S237.001.fa	271.S155.001.fa	894.S241.001.fa	1217.S272.001.fa	690.S247.001.fa	377.S130.001.fa	1124.S269.001.fa	1186.S309.001.fa	8.S125.001.fa	1630.S306.001.fa	1426.S314.001.fa	777.S261.001.fa	73.S151.001.fa	966.S190.001.fa	235.S154.001.fa	70.S134.001.fa	1000.S256.001.fa	62.S117.001.fa	330.S138.001.fa	1639.S327.001.fa	535.S169.001.fa	1187.S319.001.fa	807.S215.001.fa	1636.S317.001.fa	775.S249.001.fa	1199.S343.001.fa	889.S218.001.fa	512.S140.001.fa	183.S127.001.fa	1085.S280.001.fa	893.S229.001.fa	1444.S286.001.fa	651.S246.001.fa	1599.S338.001.fa	815.S262.001.fa	1182.S299.001.fa	520.S147.001.fa	251.S128.001.fa	624.S201.001.fa	261.S137.001.fa	887.S198.001.fa	695.S259.001.fa	846.S263.001.fa	141.S152.001.fa	447.S146.001.fa	1653.S339.001.fa	449.S158.001.fa	1622.S295.001.fa	77.S162.001.fa	46.S172.001.fa	1004.S266.001.fa	208.S111.001.fa	1701.S296.001.fa	1753.S340.001.fa	1666.S279.001.fa	1261.S333.001.fa	116.S135.001.fa	406.S157.001.fa	398.S139.001.fa	663.S202.001.fa	230.S144.001.fa	1213.S320.001.fa	880.S187.001.fa	419.S167.001.fa	41.S161.001.fa	26.S142.001.fa	1417.S303.001.fa	1258.S321.001.fa	1071.S267.001.fa	546.S115.001.fa	1216.S344.001.fa	1338.S313.001.fa	871.S252.001.fa	909.S208.001.fa	288.S165.001.fa	213.S120.001.fa	964.S255.001.fa	574.S148.001.fa	1705.S307.001.fa	80.S173.001.fa	1214.S332.001.fa	1429.S324.001.fa	673.S224.001.fa	1435.S347.001.fa	879.S264.001.fa	1506.S337.001.fa	1605.S349.001.fa	1222.S282.001.fa	590.S124.001.fa	962.S243.001.fa	716.S225.001.fa	1656.S350.001.fa	452.S168.001.fa	706.S194.001.fa	1307.S284.001.fa	1562.S294.001.fa	159.S119.001.fa	610.S171.001.fa	1262.S345.001.fa	618.S182.001.fa	937.S189.001.fa	659.S193.001.fa	559.S132.001.fa	1066.S257.001.fa	648.S234.001.fa	933.S242.001.fa	866.S228.001.fa	1767.S351.001.fa	812.S226.001.fa	1173.S342.001.fa	1091.S308.001.fa	1251.S311.001.fa	1139.S289.001.fa	432.S123.001.fa	1017.S191.001.fa	1473.S315.001.fa	903.S188.001.fa	608.S160.001.fa	645.S223.001.fa	247.S112.001.fa	733.S248.001.fa	743.S184.001.fa	967.S210.001.fa	910.S219.001.fa	960.S231.001.fa	506.S179.001.fa	938.S200.001.fa	888.S207.001.fa	228.S136.001.fa	64.S126.001.fa	985.S232.001.fa	621.S192.001.fa	1143.S298.001.fa	72.S143.001.fa	1471.S304.001.fa	51.S110.001.fa	1431.S336.001.fa	913.S230.001.fa	305.S113.001.fa	855.S197.001.fa	837.S216.001.fa	1595.S326.001.fa	427.S178.001.fa	1297.S346.001.fa	619.S183.001.fa	813.S238.001.fa	753.S214.001.fa	655.S258.001.fa	364.S177.001.fa	1065.S245.001.fa	848.S186.001.fa	577.S170.001.fa	710.S203.001.fa	143.S163.001.fa	1208.S310.001.fa	1528.S277.001.fa	951.S220.001.fa	1115.S329.001.fa	1511.S348.001.fa	860.S217.001.fa	1090.S297.001.fa	941.S209.001.fa	600.S149.001.fa	796.S195.001.fa	867.S240.001.fa	734.S260.001.fa	1200.S271.001.fa	856.S206.001.fa	587.S116.001.fa	1268.S283.001.fa	1437.S276.001.fa	679.S235.001.fa	667.S212.001.fa	1749.S328.001.fa	1386.S275.001.fa	151.S174.001.fa	825.S196.001.fa	635.S211.001.fa	1281.S302.001.fa
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A_oxytoca	19279	0	1	87	0	0	14	54	183	330	0	0	4	53	0	0	0	0	1	109	1	0	0	53	0	38501	0	0	58	0	18	28	0	1200	83	19	2	0	827	2	1	87	1	0	3439	13	0	76	933	0	2	2	0	1446	1	3964	2	25840	25	451	137	32	10478	1	19	2771	0	99	12	301	7	0	12	1	414	2278	130	0	0	2	2	54	0	0	32	0	21	41	708	0	869	1886	79	14	0	1116	29	0	608	57	0	185	2	183	36	68	0	1905	90	4	4	5	0	2179	5	0	8	5	0	0	0	1755	40	2	11	1	0	0	0	610	2	3	152	32	0	24	54	2	1584	807	0	0	10	6	172	51	9	9	0	308	95	9	0	6	55	9	0	1	7	0	22	0	14	2251	0	0	3	0	3	34	63	1	346	3	0	1	0	134	2	25	2074	17	0	0	97	142	27	3796	0	54	99	8	0	2	0	3	0	0	66	2923	0	3	5	22	6	0	23	0	3868	8	7	16112	2676	11	1	149	0	1686	75	312	562	0	171	0	111554	275	0	1	0	0	526	0	0	2	77	0	1	1	1	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter_sp900553485	1184	454	2	0	379	24	170	32	496	6	856	429	506	16	14	1169	64	38	334	317	264	1321	64	363	210	1139	2	54	363	362	80	54	0	40	3053	45	52	354	0	317	13	31	78	359	7	198	20	1262	0	246	318	347	300	693	329	20	662	105	166	89	1300	73	282	222	1201	546	62	0	96	420	1335	923	367	24	32	0	39	266	55	206	54	15	410	0	683	7	675	1232	136	4	378	0	34	221	75	387	5	17	10	82	139	409	0	14	187	75	365	336	300	13	43	168	1123	1	1065	240	596	40	185	258	1247	6	428	137	1103	346	172	0	58	92	191	5	110	576	0	1	13	65	266	99	60	124	349	233	151	0	211	186	26	513	826	413	56	2186	111	466	23	193	247	3	483	95	114	106	315	7	378	74	664	240	266	999	0	125	67	129	195	613	377	440	4	599	72	79	46	265	12	223	1299	303	269	347	690	340	0	146	595	0	39	1	21	6	0	3	230	18	124	221	0	251	29	2	786	165	628	23	235	313	1008	408	484	789	0	1546	0	223	0	76	49	0	157	819	3	195	4	0	70	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium_ramosum	16139	1547	1	1	0	25067	0	0	447	7	0	847	1479	7118	0	14	504	0	2786	760	179	676	0	280	0	3958	541	5657	112851	10880	103	1	0	1	4	62	1	0	0	372	0	1	772	89	507	1	0	4	0	231	2	1407	658	3254	720	0	0	0	2812	160	0	916	61831	1902	7	1856	661	1	677	5	3922	8	568	2711	22	1	20	0	70032	543	14	0	438	0	21527	1	4065	0	2868	0	0	1	950	232	404	403	1	0	0	0	1717	3	0	2	75	11	0	0	123	0	646	1	0	1687	0	3621	23597	26	27	0	0	0	0	0	0	466	56	2	3	107	826	1	0	2530	1	0	1	2	0	1	1	244	0	191	3177	4	81	985	0	1612	210161	0	3	1	495	424	1	320	2218	962	10810	1437	0	5847	1	0	575	77	61191	118	998	6347	0	112	9	60	0	2964	4945	706	1	0	9	44344	0	98	1123	873	0	44	0	2	3	35595	0	3572	0	0	0	1	0	0	0	1	4774	1	5	0	0	1034	0	720	1	1114	653	1	0	1618	25773	451	1546	1118	0	471	0	0	3	2	0	1	0	0	4	464	34	1	604	0	0	3	1	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_infantis	8371	23705	3	10850	14033	247	1	1927	341	74727	3	1690	6890	10	37	5	1645	37	124	2357	16639	2667	3524	2843	0	13844	38652	1870	225	153	530	5798	3	2	3199	4346	11056	385	9	398	4289	4510	882	1080	7965	4425	4	10	3356	4534	1123	29017	15344	1510	116	4560	3149	180701	4115	8890	8	66446	6	2352	3980	2	75693	1891	2	17690	784	0	29512	37436	2747	5	4063	718	1020	2072	3379	33103	4138	1	726	3	1	68713	90042	1	0	2	1396	5588	7825	11161	140114	14280	4	2020	0	110	19	0	46748	35	3	39098	6008	250182	142117	1863	36	10611	54	6813	1	822	643	0	72030	41	1444	17808	379	1123	3171	94312	1	3439	6944	787	23	26040	0	7464	4	3538	3	93701	0	19588	6175	22407	1634	3	968	2372	46902	4566	2	4	1	77298	2244	133	14977	14828	9334	16624	26	1245	0	296699	4	2	40731	6600	97	537	39518	2021	4	2727	2276	1843	31860	33857	2519	3472	4	2060	6280	4	210	1373	105668	89	2	15089	16095	1	13	2	21332	7347	0	4	24744	5	2758	7908	6	0	6370	4	35555	5	17	459	4	39962	139062	90899	663	26116	1	645	784	19378	11	9243	2	30813	3	54	1	6041	177493	345517	16095	2581	1	1427	3	238528	589	497639	21073	22878	7	2
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A_michiganensis	815	659	5	80	2476	20	115	23	38	26174	0	16	0	446	11	5	970	42	39	19	0	6	107	3	31	2676	55	4	34	13	1902	7	2	19161	272	577	74	4	1445	0	239	8541	80	205	3980	1980	13	545	99154	80	7	61	2	98	5	325	32	2234	1581	3724	2175	9	761	174	1141	953	9	126	276	27	562	34	86	66	82	18	685	1	11	16	135	5406	16	11	384	16	12	1148	240	5	7	436	296	3	0	81	115	9	3763	2980	15	19024	369	9480	1060	211233	8	164	2383	87	115	72	0	95	11	7	97	480	10	160	2	151442	11	155	716	3	333	21	224	989	65	36	8252	12	350	472	1072	64	132809	182	105	33	186	190	30	4020	475	10	86	75	3466	60	20	4	6	232	109	715	1	5	2773	2	9	164	0	8	61	24	121	257	6	10	3066	313	56	11	4	490	0	785	8	801	274	35	880	87	51	220	0	784	32	243	14	100	10	42	5	8	5471	541117	8	138	5406	1671	328	63	1637	77	233138	516	1252	955	7284	16	35	10948	56	1914	2134	3950	488	52	2029	17	7546	72	276	117	7	2	107	44	0	11	4586	3	6	2	2	18	7	1
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas_nexilis	4196	1310	5	8	1	28	46	7	482	162	26	446	594	278	0	2	20	0	3221	19	277	322	2	4276	0	28364	136	352	54	55	188	0	73	0	1052	3	73	6	27	694	173	0	19	8	52	57	0	41	14	71	59	1997	871	236	1208	1	188	7	214	207	62	190	602	38	301	629	79	9	59	2618	6481	3	213	485	35	2	36	2	11	158	509	0	126	21	3959	2	957	9763	848	0	0	10	42	287	276	1280	10	5	3	562	8	1705	136	25	92	414	0	35	4	5	12	203	2	115	0	3628	1318	109	713	0	4	12	126	53	716	1188	45	2	0	121	834	83	41	1078	0	12	132	116	0	23	6	38	2	174	89	0	608	165	37	260	26815	498	0	5	224	200	29	496	4609	0	1630	1500	3	95	0	115	17	53	915	1021	299	8904	0	224	57	2012	3	3252	8087	477	0	13	15	48	3	100	21	465	5	15	1828	8	44	91	52	71	0	0	1	0	49	56	5	10	283	94	38	4	24	548	112	25	6809	172	65	32	0	451	6899	274	5013	581	0	35	4	242	0	95	8	1	228	211	0	783	6	40	532	0	1	42	1	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_neonatale	13623	6313	0	58	2	2	0	0	22	51656	1	6	3791	0	4	11	138	0	4	2640	0	45	3	61	0	24938	1127	399	5082	1	1	1	117	244	3860	23	102	0	350339	2	0	0	14667	0	14	37834	0	0	181172	607	379	7	1	104	206	17828	55	77	7042	5819	255300	72	9424	11	3724	880	9	1	0	3381	3462	0	5576	71176	709	2	78	8	0	0	69	0	5446	5	0	1	32	0	84	1	0	200537	962	7	80	170	1512	0	186	7549	1	21	0	3881	5395	0	0	0	0	4	3663	79620	0	22815	3	198	1	58	1	0	0	151	0	448	5	142	0	25	12	4147	760	7282	8	19645	1	0	1	0	9	2308	58	1	8797	1	9046	1	1	313	3	1811	240	19566	0	66	27	1336	3373	1	2750	2	29288	1993	0	2059	0	0	16941	3	172039	2169	1	1156	58	0	13	35	1	15990	1264	2949	12	132	30	63046	13	68	0	16	0	0	32	0	0	4	0	1	44	49	26	0	1	0	0	2009	20858	4	1391	2	2706	1002	0	1166	4	3009	1	0	4	0	0	162	198	32	0	3879	462	0	0	0	0	14	0	2	0	22	206	0	2777	1	0	1	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_pneumoniae	301	163	77	52	133	5160	822	15	44	8207	0	65	3	1437	406	52	416	1514	0	22	1	10	7627	0	1	1921	67	34	444	6	25999	57	1955	788	8871	8	755	7	24135	0	709	28	164	225	58130	402	6533	587	67	59	192	1100	54	1370	14	32	194	89	91106	3467	81304	71	845	919	36	8792	134	127	491	119	142	158	1136	1153	31	473	14027	0	6094	32	8077	92979	226	7013	67265	6577	46	5942	1326	36	17	426	4970	11	9	10	22	4	23030	6	1941	708	2245	1010	55	485	19	11	112	13	187	21	0	169	4	25	5702	8	2	505	66	351	33	4	37580	15	163	2	5	7315	0	545	68913	101	51	37874	81	28	1065	1448	1176	0	5852	892	159	24249	76	415	3	1671	1288	3	44	24	0	155	3569	155	56	203	32608	55	26	240	0	1	817	23	1543	1228	6	662	28328	2994	131	9	4	243	106	68	18	83	7158	5806	38839	394	311	13	0	820	1346	34495	58	77	3341	4726	34	5039	165	1925	1	2	348	95881	2421	4316	1539	2	1284	9468	88	332	1063	91	142	53	2053	31398	28094	1371	475	1320	3011	718	280	69	58	183	10	4	2272	571	2	13	215877	2	16	11	0	60	9	1
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_sp002965065	1587	810	1723	1507	8	505	760	4788	23	3258	0	51	11	5681	2	2	4481	939	7	81	3	49	147	2	0	522	179	288	546	1066	15	1195	2467	4	8	711	435	492	1216	1	1736	0	529	449	26	6	715	13345	42	358	116	103	10	242	76	1	28	40	217	425	934	199	4547	1699	81	1600	270	1884	5800	618	41	2940	215	990	233	5536	376	1	750	214	3228	59	27	1040	219	588	81	6	834	890	2772	3098	373	53	14	263	395	0	0	0	218	11597	9077	2590	493	1084	275	3741	1059	21	119	13	0	474	0	334	834	2	2	1686	927	3654	9	0	1	195	26	1	196	87	28	2488	85	763	3	352	754	323	236	1303	2157	67	0	73	259	0	4	327	579	0	27	4	580	265	3	5	1763	65	2	17	129	1	277	1960	0	0	468	104	1454	1095	46	129	127	17	95	104	313	936	740	66	2741	6	1468	10875	1379	52	512	104	0	376	462	1145	1762	779	329	67	999	408	4	42	33	0	97	32	45	2247	492	176	37	139	404	15	187	80	27	3	1041	62	429	1383	222	683	84	1028	1929	3279	377	59	464	0	0	8	0	9	1345	96	404	2	19	135	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp003287895	199	102	0	0	0	5	0	0	10	79	0	22	26	3	0	4	0	0	68	1	5	5	3	20	0	49	6	58	3	16	11	0	2	0	47	1	2	0	6	60	0	0	0	1	1	15	0	0	4	4	16	339	33	67	18	0	3	0	11	2	11	7	77	0	5	163	9	0	7	512	511	2	66	25	2	0	6	0	0	36	15	0	13	0	261	0	239	797	7	0	0	7	5	9	21	11	1	0	0	125	1	179	0	0	1	45	2	0	0	0	1	1	0	0	0	328	421	4	19	0	0	0	3	0	3	43	1	0	0	1	104	1	1	230	0	0	4	0	0	0	0	5	0	8	6	0	14	3	37	188	29	116	0	0	2	93	4	40	58	0	183	33	0	66	0	0	0	2	100	75	29	49	0	32	0	116	0	139	153	12	0	0	0	0	0	3	4	48	0	2	448	2	5	1	0	5	0	0	0	0	55	0	1	3	27	1	0	0	0	547	128	0	174	20	2	1	0	69	487	50	113	34	0	5	0	104	0	0	0	0	6	2	0	28	1	0	101	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp003463205	10452	44	179	112	39	219	429	16036	2815	59	59	12	3167	15	343	206	108	1227	10524	200	3314	2371	2179	2922	94	2	18351	1292	0	150	1364	11831	0	1548	0	4466	729	123	0	1621	0	1680	160	2667	0	180	1	0	0	3750	598	4417	888	3888	2897	3532	648	413	1473	33	1	261	0	7746	3364	0	14377	15	20	3507	3133	654	11886	0	95	0	17099	111	2242	3745	0	35	8176	3	0	101	4884	173	0	226	2612	0	946	1673	5668	21394	737	290	1	37486	573	0	0	54	2760	0	452	2127	307	4	3123	9914	2012	301	1364	278	19	45	5957	336	1435	1	530	242	4	885	1232	5	371	1838	2632	1	0	510	0	400	8339	118	29	503	132	3268	34	16356	3408	47	1691	270	1184	36	0	2876	818	1047	2931	84	2	8114	1238	169	1245	5405	8670	99	1715	0	19	1139	0	0	890	1961	0	2095	663	1354	1350	120	0	9495	6	1	0	1	2839	17068	5658	3723	416	2403	6093	352	424	305	217	470	214	9	51	0	471	2507	0	1290	490	0	8651	1921	0	1103	1388	1338	0	182	5381	5378	24	835	0	929	1	0	148	2653	5	3621	364	3076	128	3	71	199	4	18	54	1	704	1	3	0	0	1
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter_sp900547695	234	106	0	0	0	0	0	0	112	1	0	103	31	8	0	2	0	0	9	4	22	34	0	35	0	18	1	34	1	21	37	0	0	0	532	5	22	0	0	110	24	0	0	0	0	68	0	0	0	3	8	160	159	65	65	0	2	5	9	17	0	9	534	0	50	397	25	0	1	411	579	0	25	4	51	0	4	1	3	17	0	0	5	0	264	0	62	802	3	0	0	0	5	29	18	7	0	0	0	54	0	512	0	0	0	0	0	0	0	0	0	0	0	0	0	94	208	7	62	0	0	0	19	0	289	34	1	0	0	28	31	9	0	107	0	0	0	0	1	0	0	2	0	5	21	0	12	7	22	53	31	1056	0	0	47	121	0	21	74	0	111	16	0	51	0	0	0	2	647	115	53	743	0	7	2	48	0	161	1411	31	0	0	3	0	0	4	10	65	0	0	324	0	0	0	0	0	0	1	0	0	42	0	0	0	6	21	0	0	0	74	123	0	232	16	0	0	0	27	464	60	452	147	0	9	0	3	0	0	0	0	0	0	0	16	1	0	69	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G_sp900556905	484	25	269	13	253	49	713	193	81	2	2525	467	294	0	3465	962	52	216	1930	124	570	620	864	385	2	2	937	152	9	25	105	1600	0	100	118	1137	240	161	1	253	0	33	5549	620	0	151	11	2	0	826	439	624	230	346	103	154	544	746	223	1142	0	9	647	642	131	3	754	5	17	115	178	1320	1708	1	197	0	407	462	230	323	0	25	902	0	0	0	592	73	18	198	55	7	86	332	471	2089	104	196	0	467	182	13	0	13	404	28	733	124	169	5	380	168	14	21	82	545	31	9	603	213	2792	0	454	69	94	262	254	3	200	246	183	1	0	694	0	81	866	30	147	80	63	390	831	489	165	2	200	314	529	18	0	505	531	1323	123	277	10	1051	51	2168	1066	318	811	116	453	1	128	361	32	0	87	124	0	70	609	332	183	13	103	106	7	1	0	1	825	2432	683	265	167	1279	140	328	414	227	38	102	118	1	133	0	965	527	75	48	165	3	744	146	0	202	124	747	28	41	115	235	183	551	0	107	142	44	649	663	2	337	21	1029	23	0	59	1026	0	123	1	0	112	0	0	0	23	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor_sp900066565	437	98	0	2	0	11	1	0	334	28	0	166	123	0	0	1	1	3	127	0	515	66	1	66	0	354	41	16	11	4	882	0	59	0	931	0	11	0	103	9050	55	0	0	53	1	3	0	0	3	3	9	306	11539	51	105	0	249	0	36	2	28	149	83	0	164	60	19	1	0	20	107	0	105	81	1	0	39	0	0	68	38	0	63	1	53	0	14	7508	390	0	0	59	0	124	36	13	0	0	0	5	0	18	0	0	52	71	0	0	1	5	4	50	0	44	1	527	75	21	12099	0	1	0	13	13	638	128	10	0	0	36	30	5	989	17	0	5	52	0	0	2	0	8	0	129	11	0	361	646	5	12	3	8	0	7	348	127	6	144	675	0	14	78	1	6	0	0	3	26	119	20	67	19	0	70	18	58	4	18	100	608	0	0	15	0	3	241	0	125	0	33	8	1	0	1	0	9	0	0	1	1	6	94	0	0	167	0	301	0	30	189	0	1	235	49	2	178	0	79	104	29	764	294	0	7	0	6	0	163	1	0	17	703	3	83	3	1	27	4	0	1	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__Hungatella_A_sp003478355	830	125	0	0	0	1	0	0	558	35	0	325	113	3	0	0	0	1	103	1	156	279	0	74	0	500	38	25	18	1	216	0	40	0	185	0	0	0	49	350	35	0	0	2	3	3	0	0	6	29	64	146	304	167	95	0	39	2	16	19	201	111	220	0	49	104	12	0	2	99	108	0	54	143	0	0	24	0	0	59	15	0	54	27	75	0	29	249	121	0	0	40	2	232	69	19	0	0	0	24	0	339	0	0	24	58	0	0	0	0	2	116	0	31	3	761	276	14	532	0	30	0	14	0	318	60	106	0	0	16	109	0	67	232	0	0	8	1	0	9	0	12	0	39	24	0	313	32	14	48	32	7	0	42	229	80	0	48	120	0	45	28	0	7	0	0	0	23	159	15	51	28	0	205	6	94	0	27	404	114	0	11	1	11	0	113	0	183	0	5	59	0	0	1	0	3	5	0	0	0	13	194	0	0	72	3	46	1	52	274	0	0	69	30	66	38	0	883	75	44	296	178	0	22	0	1	0	66	0	0	51	77	0	110	9	0	30	0	0	1	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_coli_C	10997	3017	7252	7914	29	708	1774	7550	45	14904	0	326	162	12922	4	2	27611	2314	15	278	40	107	579	28	1	2679	301	2560	2684	15268	40	2426	310	33	6	11150	3882	2144	3854	0	5814	39	961	1174	26	23	1552	2604	36	1351	150	1151	13	232	189	9	75	10	795	872	3044	781	338	6990	450	4728	1531	9255	19024	1514	91	581	756	2205	1276	15929	466	1	894	669	3050	92	45	1418	646	894	170	37	2714	4024	7903	8733	404	103	121	3588	2227	0	163	1	461	2449	50858	8086	6039	4230	122	4404	6171	10	633	99	0	1841	0	1337	2107	51	14	9597	1892	623	20	0	14	31	3	3	1105	378	57	8987	20	2510	0	684	1539	1116	596	2365	8449	739	2	480	254	204	4	2116	6928	1	108	2	1515	924	5	7	3708	389	11	26	127	12	1125	7213	0	0	994	181	2747	2967	110	300	137	94	252	26	1050	3603	47	333	6875	39	2932	1380	2199	144	2233	276	0	1440	4936	229	275	1759	728	131	2292	1026	39	114	269	1	107	154	81	5733	1683	979	280	298	2321	27	732	244	85	2	2082	68	1273	5007	298	1522	18	3803	6270	10770	1743	215	1717	1	7	4	0	28	3241	1009	1633	8	41	490	1	1
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor_plautii	20060	60	1	1	0	0	0	6	354	2	0	1025	141	0	3	5	0	0	917	203	1577	2861	0	1337	0	17062	312	3070	3705	4	666	0	4	0	555	0	2004	1	1	2531	137	0	0	0	0	153	0	1	152	1210	1327	728	2406	2762	1299	0	1137	0	1814	913	5925	2309	23470	6	2095	4337	4632	0	0	187	138	0	2964	2	5681	0	2832	1	0	1578	86	0	2069	24	6828	0	481	1373	33829	0	0	0	0	906	2248	812	0	1	0	0	1	0	0	0	5348	2	0	0	1	0	3	0	0	4493	0	2674	1070	168	2150	0	9	0	1333	11371	16431	1425	267	1	0	21	3335	3	1680	1954	0	0	6	2	0	0	0	1066	0	1516	2721	2	537	2169	2172	8	0	4851	0	6157	794	126	0	3123	2727	754	780	2918	0	5503	0	0	0	289	1159	10779	1235	142	1	2838	2174	2987	0	17	1480	928	0	0	4189	1	3008	492	0	1234	0	1170	89	0	0	0	0	2	0	0	5	1	1337	39	1	0	9	0	3046	0	3506	1136	0	1378	1	620	0	0	0	1715	5324	1114	2168	617	0	1823	0	379	0	2119	0	1	90	948	1	760	1799	0	1743	0	0	0	2	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp900556215	5225	63	34	48	135	76	213	1129	199	97	68	110	830	2	492	2	77	172	3833	37	2183	176	626	759	56	35	8807	75	8	202	158	6566	0	229	29	2414	107	112	0	548	7	110	510	143	1	14	160	1	43	779	191	1441	194	2649	1051	131	242	10	668	117	2	1	38	3614	225	48	6590	0	14	545	1407	197	13283	299	50	0	315	19	113	422	0	6	2898	0	0	24	1958	487	65	160	288	0	105	1220	3877	8695	340	65	0	2472	57	0	1	71	382	0	172	704	418	3	1496	775	219	0	77	125	230	205	2488	131	87	1	301	7	75	719	299	0	10	1494	1055	0	0	22	0	0	4596	175	0	26	97	762	50	1515	360	30	187	1169	208	100	0	872	260	70	542	44	0	2652	519	313	252	2500	4764	10	207	7	5	222	10	0	73	1017	0	106	321	886	108	7	176	599	6	1	0	0	217	7475	1609	290	258	362	544	329	351	357	0	0	933	0	41	0	69	1303	9	31	3	0	8962	164	0	132	59	240	7	13	386	423	1	187	0	408	88	94	60	176	1	346	32	1633	4	0	44	393	0	120	76	0	113	0	0	0	0	0
