#OTU ID	magic.1959.S65.001.fa	magic.2524.S90.001.fa	magic.2388.S55.001.fa	magic.2032.S88.001.fa	magic.4896.S36.001.fa	magic.2629.S56.001.fa	magic.2818.S91.001.fa	magic.2909.S57.001.fa	magic.2495.S79.001.fa	magic.1921.S29.001.fa	magic.2006.S77.001.fa	magic.4194.S83.001.fa	magic.4033.S47.001.fa	magic.3092.S81.001.fa	magic.2848.S21.001.fa	magic.3840.S11.001.fa	magic.4162.S71.001.fa	magic.2674.S80.001.fa	magic.3943.S35.001.fa	magic.3819.S82.001.fa	magic.3527.S92.001.fa	magic.3763.S70.001.fa	magic.2077.S42.001.fa	magic.2822.S9.001.fa	magic.1502.S87.001.fa	magic.2568.S20.001.fa	magic.1934.S53.001.fa	magic.5001.S48.001.fa	magic.2483.S67.001.fa	magic.1909.S17.001.fa	magic.1926.S41.001.fa	magic.1640.S5.001.fa	magic.2570.S32.001.fa	magic.2096.S54.001.fa	magic.3035.S69.001.fa	magic.2343.S43.001.fa	magic.2850.S33.001.fa	magic.2665.S68.001.fa	magic.2334.S31.001.fa	magic.2099.S66.001.fa	magic.2588.S44.001.fa	magic.3555.S10.001.fa	magic.2034.S6.001.fa	magic.2186.S78.001.fa	magic.3869.S12.001.fa	magic.2055.S30.001.fa	magic.2322.S19.001.fa	magic.3899.S23.001.fa	magic.3083.S94.001.fa	magic.2235.S24.001.fa	magic.3821.S93.001.fa	magic.2049.S18.001.fa	magic.4125.S59.001.fa	magic.3611.S34.001.fa	magic.2885.S45.001.fa	magic.1127.S76.001.fa	magic.2535.S8.001.fa	magic.2193.S89.001.fa	magic.3603.S22.001.fa	magic.2271.S7.001.fa	magic.3681.S58.001.fa	magic.5284.S72.001.fa	magic.5033.S60.001.fa	magic.3679.S46.001.fa
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella_stercorea	10	0	1	0	0	0	76	1	0	0	1	0	0	0	361	2	4	1	0	1	0	0	5	5	0	3	2	0	0	0	0	7	0	4	0	0	2	0	0	0	0	28	4	4	1	0	3	2	0	0	0	2	657	2	0	2	4	1	23	4	0	160	203	28
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D_gallinarum	139	10	3	0	67	7898	915	8	0	183	25	1	350	2	1	5	0	2	117	1	40	287	688	5	973	127	1	2127	9	2	496	2	168	24	226	689	172	3	150	2	655	678	1	11	644	150	0	1	1	0	53	0	43	65	2905	999	5	1	147	0	43	4	9	278
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_constellatus	53	2	1	1	1	1	0	30	3	0	17	4	0	2	0	2	0	1	0	0	4	0	19	6	0	99	0	0	214	238	0	1	19	0	14	0	5	1	21	3	27	2	11	2984	0	1	0	0	12	0	0	0	0	6	0	0	0	1	0	2803	0	0	16	10
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter_A;s__Citrobacter_A_sedlakii	552	35	1	10	0	2	1	10	0	1948	377	1	0	0	0	0	0	50	0	0	0	18	323	9	5	7	0	0	0	35	1	1	6	3	7	0	5	0	17	1	0	2	0	94	0	3	7	0	7	0	1	1	2	0	7	20	1207	1	0	1	98	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__UMGS1670;s__UMGS1670_sp900548595	22	0	1	0	1	1	0	2	0	0	0	7	1	0	0	0	10	0	0	0	0	2	1	0	4	10	0	0	2	0	1	0	2	15	1	1	2	3	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	140	2	0	0	0	2	0	0	964	1	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea_formicigenerans	30	109	53	1351	1148	348	44	4325	1	5	0	3565	1502	143	67	4008	122	13	1240	845	129	122	36	92	19	110916	36	752	381	15	1	20	28	147473	789	186	274	28	5	506	230	1115	37	13	290	19562	32	433	204	17	76	48	40	3418	3172	3	37	32	122	11	280	398	328	191
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pectobacterium;s__Pectobacterium_betavasculorum	231	0	11	6	0	4	0	0	63	683	254	0	0	0	2	0	1	0	1	1	0	1	169	0	2	3	0	0	0	24	10	2	0	0	0	4	1921	3269	0	0	0	0	3	1	0	0	1156	1	0	15	0	0	0	0	1	5	2	54	0	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_pseudintermedius	83	0	1	0	0	3	0	0	1549	0	13	1	0	2	0	0	0	0	0	0	0	1	0	0	9	1	1	1	637	10	4	0	0	0	0	1	51	86	151	1	0	0	0	3	1	0	9	0	4	3	0	0	0	0	0	2	0	17	0	1	1	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sanguinis_F	1	0	0	0	1	0	0	0	1	0	2	3	0	0	1	1	0	2	1	0	0	0	2	1	0	0	1	0	16	1	0	1	0	1	0	0	0	4	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella_sp005845265	5	1041	3321	1	1496	1	2	5	3	5	3	6352	27	41	110	63	20	1	21	35	6	6	0	0	1	3	4	6	10	1	1	1	7	4	5	43	15	4	3	7	0	2	0	1	187	4	0	32	462	1043	1	2	4	6	7	2	17	30	94	2	1	135	110	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp001578875	13	0	0	2	0	1	0	4	8	0	2	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	91	0	0	113	0	0	5	0	0	4	8	9	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	337	1	2	0	0	0	1	0	10
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter_rectalis	90	34	69	859	2251	1922	79	93	42	35	43	13715	135318	36172	40	72367	210	68	192957	110849	137	312	75	104	41	1358	446	747	57	25	49	23	27	1936	51	306	151	59	35	59	69	3621	28	42	487	1453	26	93643	156	25	54	465	107	323	15706	100	17	1	125	14	373	1575	68	149
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella_clara	23	3	17	1	3	30	6	19	3	2	1	2	61	40	1820	69	28	723	70	57	16	4	15	23	8	5	30	4	11	45	19	30	39	33	12	7	2	14	9	5	20	9	32	5	7	16	5	18	1	2	2	1	26	19	12	10	24	4	2	13	14	1137	893	58
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis_AW	8	1	1	29	0	18	0	6	156	3	10	3	1	0	1	1	0	14	0	0	0	15	34	35	3	22	94	2	1295	2	5	675	0	2	28	16	6	43	18	229	4	0	0	2	13	3	7	0	0	0	4	13	0	11	1	526	6	23	1	6	16	0	25	294
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp001811505	107	5	3	13	0	12	2	6	64	840	97	2	2	0	0	7	1	11	0	0	2	13	62	24	12	9	67	8	705	20	3	61	2	4	115	8	15	44	38	123	15	3	1	12	19	2	10	0	3	0	3	18	2	8	3	707	11	45	0	10	5	4	23	224
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_sp004211955	132	735	6402	5	7	862	971	3	19	0	0	3	0	6	3529	2	4	0	7	71	2319	7	10	3220	5	7	3	1733	5	1	2	2	128	7	3	7	17	31	0	4	1	29	6105	8	509	5	54	117	1563	7277	3243	6	462	140	7	0	4	25588	227	1	8163	77	3039	1463
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_werkmanii	3	3	0	0	0	208	1	47	0	0	0	0	0	4	0	0	2	0	0	1	11	14819	0	4	1	72	4	0	2	0	1	1	589	186	1	548	0	1	1	5	4	2	0	1	1	4	1	1	18	0	2	0	0	145	1	0	1	5	1	10	1	1	0	2
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium_faecium	206	0	6	1	16	11	0	8	0	26	0	0	17	0	2	3	2	0	13	0	0	0	47	5	4	4	8	14	3	3	34	6	38	6	1	32	21	3	26	1	39	3	3	0	3	33	6	2	0	3	0	2	3	17	28	5	9	0	1	5	4	0	1	18
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp004166885	165	1	0	2	25	1	0	7	6	7	120	4	24	0	2	13	0	12	8	4	7	2	66	6	15	3	2	33	620	3	0	455	1	17	28	0	13	37	271	90	0	9	1	2	1	21	0	3	2	1	3	0	5	11	0	2210	2	3	0	0	0	19	160	228
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oligella;s__Oligella_urethralis	28	2	1	1	1	0	1	1	1	2	3	1	2	3	3	3	4	7	3	2	5	0	1	2	3	4	4	2	8	1	0	11	1	1	5	1	3	3	0	6	0	1	6	3	3	1	2	1	1	4	2	0	1	0	1	2	5	5	4	4	2	0	0	14
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum_sp900291975	19	1	0	25	96	53	18	135	0	0	0	251	978	187	7	1320	24	0	1162	1217	29	22	2	6	0	45	0	13	0	0	0	6	2	65	0	1	1	0	0	1	1	74	3	0	168	33	0	3212	1	0	5	0	17	196	35	17	0	0	8	0	3	344	4	2
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A_oxytoca_B	50	58	436	96	2	37	20	1001	46	29	17	7	0	1	11	9	2	80	10	16	43	51	11	350	0	223	54307	1	3	24	97	18	3947	110	218	133	928	1087	2137	205	17449	8	26	146	11	190	920	24	42	555	197	249	104	6	6	4	1108	2043	4	41271	9	4	28	59
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A_sp003478765	45	0	4	310	1110	23	12	11	5	0	5	1154	243	214	1	610	21	5	256	252	1	69	6	2	18	2060	1	135	10	1	10	3	1	463	13	6	31	8	1	15	9	429	3	5	22	512	0	427	2	0	1	1	24	3	1338	14	2	0	15	2	26	395	2	5
k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-460;s__CAG-460_sp900546715	65	1	4	4	17	4	1	31	0	0	0	24	2	1	81	7	49	172	1	0	2	1	3	0	5	17	3	42	0	2	0	7	0	13	0	0	0	1	0	0	0	17	2	0	2	2	0	3	2	0	1	1	2	69	0	0	6	1	0	3	0	42	3	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis_AC	184	14	50	58	0	33	3	57	1224	12	417	7	0	3	9	3	2	26	1	1	3	43	1385	124	38	90	232	17	18224	28	170	91	6	79	133	27	81	381	88	1270	10	9	7	24	44	48	63	0	5	34	22	24	2	39	10	1195	180	303	6	9	29	2	114	1137
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercorirosoris	111	7	21	7	1	13	74	9	7	7	9	2	361	242	4189	373	3931	978	424	398	2102	2	17	362	39	18	11	2	1	7227	2852	219	7939	16	1	0	6	1	2	1	4	4	1275	12	2	6	11	361	3	4	4	16	10	2649	1	18	15	10	71	13	7	387	310	66
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A_sp900120195	1	0	0	235	80	186	3	32	0	0	1	231	75	24	3	121	46	1	51	32	30	13	17	11	1	359	0	101	2	3	11	2	0	632	1	179	39	0	0	0	21	170	4	2	17	390	2	25	6	0	6	0	14	173	15099	2	1	0	38	0	5	53	0	6
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__UMGS1670;s__UMGS1670_sp900553995	13	0	0	18	7	0	0	0	47	0	15	52	2	2	0	9	2	0	5	5	0	0	23	0	1	14	0	0	500	0	1	0	0	28	30	0	0	4	85	0	6	30	0	19	2	19	9	11	0	0	1	0	0	0	113	3	1	0	0	5	0	72	2	0
k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x;s__TM7x_sp900555425	185	0	19	4	9	47	1	6	9	0	117	18	0	6	6	2	1	3	0	0	2	115	382	0	1	10	0	25	1	0	0	1	3	19	321	4	0	1	139	4	10	8	1	21	13	51	0	0	5	47	35	1	1	1	0	11	6	0	2	10	1	2	110	230
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter_B;s__Enterobacter_B_lignolyticus	27	4	7	9	0	19	0	23	1	411	177	0	0	1	13	1	0	23	4	0	6	7	105	29	0	14	2	0	0	21	15	0	2	2	72	13	1	0	0	72	5	1	52	2	2	17	14	1	3	10	19	1	0	0	3	5	53	41	0	19	2	2	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter_asburiae	8	1	39	16	1	28	1	5	4	226	88	218	0	0	4	0	0	11	0	1	9	13	57	120	27	287	46	68	0	148	885	42	3177	17	1184	158	10	10	67	191	60	7	88	40	0	48	1005	0	2	76	1330	12	4	1	4	1	9	169	0	246	547	0	1	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__GCA-900066935;s__GCA-900066935_sp900066925	12	0	0	155	0	2	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	1	0	8	9	0	260	0	0	0	1	7	0	26	0	3	37	0	73	0	0	0	0	1	0	0	0	0	1	64	0	0	0	13	0	0	0	0	0	1	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_sp002965065	8	833	3158	2	12	664	1609	8	3	13	8	7	0	7	1758	2	10	18	2	70	3179	12	8	3872	3	10	8	2000	1	1	0	3	141	4	2	8	7	10	36	35	9	23	6068	52	690	4	17	233	2087	1163	1737	2	493	161	3	0	70	3072	314	18	11130	88	1588	639
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Cellulosilyticum;s__Cellulosilyticum_sp900556665	144	45	86	0	114	1	0	2	1796	0	1	0	1	0	1	1	3	6	1	2	0	4	147	9	1	8	89	9	126	0	0	0	3	59	18	231	0	716	25	1	284	0	1	1	105	0	1	1	95	71	6	551	0	0	0	2192	107	6	0	86	0	87	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_septicum	8	0	0	18	0	1	0	2	3	0	0	0	0	0	0	0	0	2	0	0	10	16	0	7	0	1	1	7	0	0	0	0	5	14	0	3	16	3	0	0	4	12	0	0	0	6	0	0	0	0	2	7	5	0	0	75	0	0	3	0	0	0	2	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena_sp003433845	8	0	0	1	62	103	9	33	0	0	0	13	72	37	2	67	22	0	105	72	181	25	3	101	10	89	1081	300	0	0	1	6	3	107	0	245	32	0	0	14	0	3	0	0	13	9	0	58	3	0	5	1567	55	16	2	110	0	0	15	0	17	34	0	1
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_longum	101	58	22	116267	2359	40716	161	4132	18	49	52	1039	484	2265	2033	429	20	103	354	2451	90844	10601	142	59450	216940	105820	68	76443	35	58	115	279566	83	109838	98340	73	56	119	18	126591	367445	1085	93	44	9847	135128	14	3819	878	33	22794	58	10655	21	218	26	145	116	21	40	24516	7245	5517	10085
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_pseudopneumoniae_O	195	29	74	564	2	155	8	213	2403	222	541	16	4	2	77	7	7	158	1	7	54	313	1506	551	108	265	1736	180	31128	74	368	972	10	94	629	205	238	707	265	3123	77	23	18	53	116	115	56	3	41	43	375	265	36	164	36	936	213	939	10	43	340	10	270	4763
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Aquitalea;s__Aquitalea_sp005155025	24	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	1	0	2	0	0	22	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	8	0	1	0	0	0	2
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83_sp001916855	1	0	1	0	1	0	0	1	0	0	0	6	1	0	0	2	0	0	3	1	0	2	0	0	0	7	1	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	1	0	0	0	1	0	0	0	0	0	0	5	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena_sp000165065	67	1	2	198	43	55	6	22	0	2	0	64	36	36	10	72	1918	1	18	22	132	70	2	67	3	90	963	134	6	0	1	40	1	767	4	187	48	9	2	20	3	87	1	0	65	683	1	46	56	0	29	1315	29	36	115	1740	10	1	23	0	9	62	1	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1375;s__UMGS1375_sp900066615	3	299	0	99	238	208	90	74	2	0	0	463	89	40	17	142	62	0	94	59	98	51	1	53	1	183	52	345	2	0	1	1	1	237	2	3566	202	1	2	2	13	231	1	0	153	187	0	55	219	0	338	79	46	146	625	22	2	0	794	0	22	50	0	1
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parasanguinis_C	80	2	93	50	1	75	2	358	113	47	81	52	22	41	26	114	1	147	53	11	15	38	84	73	140	175	6	80	7324	5	2	5064	8	442	814	39	140	359	4072	1384	18	56	12	40	3	750	14	13	4	90	64	3	25	7	4	40086	11	53	4	20	6	13	231	232
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas_faecihominis	43	4	3	0	1	3	1	3	0	0	0	0	133	268	42	394	38	26	287	529	1	5	1	0	1	10	0	0	5	4	0	6	1	12	4	1	1	6	0	10	0	0	2	0	10	6	1	369	3	1	0	4	2	70	1	1	1	1	1	0	0	17	14	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103_sp900543625	12	0	0	3	1	1	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	155	0	0	0	0	1	0	0	5	1	0	1	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7160;s__UBA7160_sp003612585	2	2	12	1	16	52	0	30	1	0	0	166	12	2	0	5	8	0	3	2	308	53	0	449	1802	20	0	93	4	0	1	1539	0	41	512	6	6	1	0	2101	0	50	0	0	4	8	0	4	1	4	49	1	57	161	705	0	5	0	7	0	105	6	17	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Anaerococcus;s__Anaerococcus_sp900128425	2	0	0	1	1	0	0	1	1	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	19	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp900155425	123	116	82	3	97	2	2665	1	0	2	2	0	89	131	298	76	207	119	98	91	495	2	2	67	6	7	2	0	2	1764	569	17	1689	6	2	1	0	1	1	5	2	0	365	1	120	2	2	69	74	62	0	7	585	158	4	1	0	12	2066	5	2	1883	123	23
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium_humerusii	14	8	5	10	1	4	6	7	10	4	4	4	1	3	2	1	3	14	4	3	6	1	7	6	12	5	4	3	9	5	7	36	0	2	4	5	6	4	9	7	6	1	3	2	5	6	2	2	1	7	2	3	2	2	17	1	3	13	2	2	3	2	4	4
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__Hungatella_A_sp003478355	25	56	113	98	737	598	23	134	1	1	3	5156	2215	781	7	2003	107	3	3036	2022	389	263	0	196	3	118	71	1323	2	2	1	2	0	237	3	22	61	1	0	3	2	710	1	1	1022	183	0	1813	119	33	9	110	62	106	640	37	1	1	29	2	55	628	6	3
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis_AK	143	14	73	83	0	32	3	55	1101	10	471	1	2	0	11	0	2	37	1	0	5	95	1388	126	15	87	214	26	23055	25	136	99	7	46	122	23	67	311	107	720	8	4	6	12	35	66	61	2	3	31	25	12	3	46	12	112	170	283	2	5	40	1	106	1229
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_caecimuris	151	64	35	22	33	16	82	13	11	11	10	5	8881	8533	6227	7315	919	2341	9108	10421	175	7	18	51	43	14	14	3	5	600	207	138	694	22	13	6	6	13	6	17	12	10	101	16	35	13	7	4067	31	22	12	15	252	76	14	11	22	44	87	21	11	5104	3279	211
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster_sp900538485	35	292	602	199	5077	425165	272	86463	54	4	3	2966	1618	29700	67	2360	33606	54	1047	2931	196480	158576	52	72808	32	628	366	345246	37	0	40	22	64	1166	107	88	75	103	4	20	125	593	6	6	921	546	1	5975	252	193	64	369	62826	10675	605	12	119	28	134	4	136	3083	95	55
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A_sp000285855	51	1	8	27	699	66	2	39	3	1	0	545	206	131	1	470	16	2	217	285	32	24	5	8	7	2137	4	91	4	0	5	2	1	837	2	5	213	4	2	3	5	1178	2	0	6	119	0	264	10	1	1	1	43	25	1412	5	2	0	16	1	2	255	2	3
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Tessaracoccus;s__Tessaracoccus_rhinocerotis	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella_buccalis	4	0	3	0	13	7	0	41	0	0	1	175	4	6	6	3	8	2	2	1	3	10	1	0	2	2	1	7	11	0	0	0	0	6	5	10	0	8	0	9	0	1338	0	0	0	2	0	0	0	0	1	0	2	7	1	0	0	0	2	0	2	6	10	65
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter_faecis	18	26	6	30	355	714	27	44	1	2	1	1320	8335	111	2	23586	247	2	5060	250	210	319	4	152	24	653	270	826	13	3	3	3	5	779	13	1546	217	13	3	13	11	562	8	0	334	132	0	211	32	0	17	421	70	1351	711	12	6	4	343	3	205	384	3	7
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_rodentium	65	260	119	7	191	13	34	27	13	11	12	20	19641	14057	12071	18363	30359	13980	18449	20707	185	21	21	64	19	35	8	7	10	786	256	88	810	10	19	9	11	17	9	13	18	22	121	10	192	5	24	15293	136	149	9	21	411	26552	8	13	32	54	21	18	9	636	761	98
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_pseudopneumoniae_H	14	2	14	16	4	21	5	37	195	17	35	1	0	1	9	5	2	10	1	2	10	148	111	63	23	21	114	32	1842	4	17	53	0	15	157	15	37	78	10	375	18	13	3	77	60	19	6	0	5	2	9	12	5	35	9	47	16	93	0	58	38	1	49	1352
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A_sp900066335	14	53	72	2134	358	3	15	20	7	0	11	32822	414	35	2	174	21	5	217	101	14	23	3	26	5	539	3	145	3	2	2	9	2	2870	8	93	14	6	0	7	29	42089	2	11	60	3104	1	381	72	32	16	4	12	16	6869	17	5	0	50	4	18	199	0	6
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio_sp003605645	13	1	0	16	0	5	2	36	9	0	1	10	0	1	0	12	56	136	0	1	0	1	0	2	5	0	1	1	2	0	0	2	0	0	11	0	0	0	1	0	0	8	0	4	1	0	0	0	0	8	1	0	0	0	2	3	0	5	0	1	4	0	14	0
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_montpellierensis	138	0	0	1	1	15	0	0	0	0	45	0	0	0	0	0	2	1	0	0	0	0	196	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	4	4	7	1	0	3	0	10	0	0	0	0	0	0	0	0	0	0	3	0	0	12	0	0	29	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis_W	10	2	6	22	0	9	0	12	179	1	48	2	0	0	2	2	0	12	1	0	4	10	159	61	2	13	68	9	2200	4	36	46	3	6	45	12	25	42	8	254	1	1	0	3	21	12	6	0	1	10	16	5	0	8	6	57	21	169	2	0	4	0	36	371
